,id,location,Zip,Type,Subtype,Price,Transaction Type,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace,Terrace surface,Garden,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition
6778,10496051,ixelles,1050,house,house,2750000,for sale,5.0,595  m² square meters,nan,No,1.0,nan,45  m²  square meters,nan,100  m²  square meters,280  m²  square meters,2.0,No,As new
6779,10450089,brasschaat,2930,house,villa,3500000,for sale,4.0,nan,Hyper equipped,No,1.0,Yes,nan,nan,nan,3628  m²  square meters,4.0,Yes,As new
6780,10189273,knokke-heist,8300,house,villa,3500000,for sale,7.0,277  m² square meters,nan,No,nan,Yes,nan,nan,nan,561  m²  square meters,3.0,nan,To renovate
6781,9947478,forest,1190,house,house,4950000,for sale,7.0,1500  m² square meters,nan,No,nan,Yes,nan,Yes,nan,4895  m²  square meters,nan,Yes,nan
6782,10402867,knokke-zoute,8300,house,house,8250000,for sale,8.0,475  m² square meters,USA installed,nan,1.0,nan,nan,Yes,nan,2362  m²  square meters,4.0,No,To renovate
6783,10579682,braine-l%27alleud,1420,house,house,299000,for sale,2.0,75  m² square meters,Installed,nan,nan,nan,20  m²  square meters,nan,400  m²  square meters,626  m²  square meters,4.0,nan,To be done up
6784,10579446,tielen,2460,house,house,455000,for sale,5.0,345  m² square meters,nan,No,1.0,nan,nan,nan,nan,844  m²  square meters,4.0,No,Good
6785,10553033,bredene,8450,house,house,289000,for sale,3.0,145  m² square meters,Installed,No,nan,Yes,nan,nan,nan,72  m²  square meters,nan,nan,Good
6786,10553684,eeklo,9900,house,country cottage,648000,for sale,3.0,315  m² square meters,nan,No,nan,Yes,nan,nan,nan,3890  m²  square meters,4.0,No,Good
6787,10558650,seraing,4100,house,house,89000,for sale,1.0,52  m² square meters,nan,No,nan,nan,nan,nan,nan,32  m²  square meters,2.0,No,Good
6788,10557792,tienen,3300,house,house,140000,for sale,2.0,103  m² square meters,USA semi equipped,No,nan,nan,nan,nan,nan,130  m²  square meters,2.0,nan,To renovate
6789,10559113,p%C3%83turages,7340,house,house,160000,for sale,4.0,257  m² square meters,nan,nan,nan,nan,32  m²  square meters,nan,240  m²  square meters,375  m²  square meters,2.0,nan,Good
6790,10499335,barvaux,6940,house,house,199000,for sale,2.0,77  m² square meters,nan,nan,nan,nan,nan,Yes,nan,978  m²  square meters,nan,nan,nan
6791,10275297,linter,3350,house,house,265000,for sale,3.0,132  m² square meters,nan,nan,nan,nan,34  m²  square meters,nan,234  m²  square meters,358  m²  square meters,3.0,nan,Good
6792,10557801,oquier,4560,house,house,284000,for sale,3.0,146  m² square meters,nan,No,nan,nan,44  m²  square meters,nan,425  m²  square meters,503  m²  square meters,2.0,nan,Good
6793,10559627,grez-doiceau,1390,house,house,375000,for sale,4.0,200  m² square meters,Installed,nan,nan,nan,nan,nan,443  m²  square meters,443  m²  square meters,3.0,nan,nan
6794,10557031,berlaar,2590,house,house,383000,for sale,3.0,172  m² square meters,Installed,nan,nan,nan,13  m²  square meters,nan,202  m²  square meters,287  m²  square meters,3.0,nan,nan
6795,10557351,bonheiden,2820,house,house,420000,for sale,3.0,230  m² square meters,Semi equipped,nan,nan,nan,60  m²  square meters,nan,800  m²  square meters,1216  m²  square meters,4.0,nan,Good
6796,10556993,poperinge,8970,house,house,427000,for sale,3.0,180  m² square meters,Installed,nan,nan,nan,40  m²  square meters,Yes,nan,170  m²  square meters,2.0,No,Just renovated
6797,10557579,zandhoven,2240,house,house,489000,for sale,5.0,200  m² square meters,USA installed,nan,nan,Yes,nan,nan,130  m²  square meters,261  m²  square meters,3.0,nan,Good
6798,10559628,dion-le-mont,1325,house,house,495000,for sale,3.0,130  m² square meters,Installed,nan,nan,nan,nan,Yes,nan,903  m²  square meters,4.0,nan,nan
6799,10556903,gent,9000,house,house,495000,for sale,6.0,262  m² square meters,Installed,No,nan,nan,nan,nan,nan,319  m²  square meters,2.0,nan,Good
6800,10559783,aalst,9300,house,house,595000,for sale,5.0,250  m² square meters,USA installed,nan,nan,nan,20  m²  square meters,nan,300  m²  square meters,545  m²  square meters,3.0,nan,As new
6801,10557695,braine-l%27alleud,1420,house,villa,895000,for sale,6.0,300  m² square meters,Installed,No,nan,nan,100  m²  square meters,nan,nan,2562  m²  square meters,4.0,Yes,Good
6802,10557694,braine-l%27alleud,1421,house,villa,895000,for sale,6.0,300  m² square meters,Installed,No,nan,nan,100  m²  square meters,nan,nan,2562  m²  square meters,4.0,Yes,Good
6803,10140702,duffel,2570,house,villa,995000,for sale,5.0,357  m² square meters,Hyper equipped,nan,nan,Yes,nan,nan,nan,12357  m²  square meters,4.0,nan,Good
6804,10558657,deurle,9831,house,villa,1100000,for sale,3.0,407  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,1131  m²  square meters,4.0,nan,Good
6805,10564064,seraing,4100,house,house,175000,for sale,3.0,105  m² square meters,Installed,No,nan,nan,40  m²  square meters,nan,80  m²  square meters,155  m²  square meters,2.0,No,Good
6806,10563308,izegem,8870,house,house,219000,for sale,4.0,145  m² square meters,Semi equipped,nan,nan,nan,nan,Yes,nan,242  m²  square meters,nan,nan,To renovate
6807,10565027,esneux,4130,house,house,249000,for sale,2.0,130  m² square meters,Semi equipped,No,nan,nan,180  m²  square meters,nan,260  m²  square meters,500  m²  square meters,4.0,No,To be done up
6808,10565026,fl%C3%A9malle,4400,house,house,249500,for sale,3.0,150  m² square meters,Hyper equipped,No,nan,nan,30  m²  square meters,nan,320  m²  square meters,415  m²  square meters,2.0,No,Good
6809,10565099,harelbeke,8530,house,house,269000,for sale,4.0,nan,Hyper equipped,No,nan,nan,nan,nan,90  m²  square meters,162  m²  square meters,nan,nan,As new
6810,10563915,eeklo,9900,house,house,285000,for sale,3.0,174  m² square meters,Installed,No,nan,nan,7  m²  square meters,nan,20  m²  square meters,100  m²  square meters,nan,No,nan
6811,10563104,handzame,8610,house,house,289000,for sale,3.0,161  m² square meters,Installed,No,nan,Yes,nan,Yes,nan,624  m²  square meters,nan,No,As new
6812,10350294,assebroek,8310,house,house,382000,for sale,3.0,174  m² square meters,Installed,No,nan,nan,15  m²  square meters,Yes,nan,231  m²  square meters,2.0,nan,As new
6813,10546447,erpe-mere,9420,house,house,409000,for sale,3.0,159  m² square meters,Installed,nan,nan,nan,19  m²  square meters,nan,75  m²  square meters,nan,2.0,nan,nan
6814,10467298,sint-niklaas,9100,house,house,589000,for sale,5.0,336  m² square meters,nan,nan,nan,nan,19  m²  square meters,Yes,nan,1049  m²  square meters,3.0,nan,nan
6815,10563229,kraainem,1950,house,house,640000,for sale,3.0,116  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,350  m²  square meters,458  m²  square meters,3.0,No,Good
6816,10564629,auderghem,1160,house,apartment block,650000,for sale,3.0,275  m² square meters,Semi equipped,nan,nan,nan,25  m²  square meters,nan,480  m²  square meters,605  m²  square meters,2.0,nan,Good
6817,10477826,assebroek,8310,house,house,725000,for sale,4.0,nan,Installed,No,nan,nan,nan,Yes,nan,1118  m²  square meters,4.0,nan,As new
6818,10519637,waterloo,1410,house,villa,1075000,for sale,4.0,300  m² square meters,Hyper equipped,nan,nan,nan,50  m²  square meters,nan,400  m²  square meters,560  m²  square meters,4.0,No,As new
6819,10570999,hasti%C3%88re-lavaux,5540,house,house,54990,for sale,2.0,62  m² square meters,Semi equipped,nan,nan,Yes,nan,nan,240  m²  square meters,240  m²  square meters,4.0,nan,To restore
6820,10570998,beauraing,5570,house,house,110000,for sale,2.0,104  m² square meters,Semi equipped,nan,nan,nan,nan,nan,nan,90  m²  square meters,3.0,nan,To renovate
6821,10570002,liege,4020,house,house,125000,for sale,2.0,50  m² square meters,Installed,No,nan,nan,nan,nan,nan,35  m²  square meters,3.0,nan,As new
6822,10394718,tienen,3300,house,house,129000,for sale,2.0,115  m² square meters,nan,nan,nan,nan,nan,nan,101  m²  square meters,215  m²  square meters,2.0,nan,To renovate
6823,10569944,ans,4430,house,house,159500,for sale,2.0,81  m² square meters,Installed,No,nan,nan,10  m²  square meters,nan,50  m²  square meters,103  m²  square meters,3.0,No,To be done up
6824,10570914,li%C3%A8ge%20grivegn%C3%A9e,4030,house,house,195000,for sale,3.0,110  m² square meters,Installed,No,nan,nan,nan,nan,nan,40  m²  square meters,2.0,No,As new
6825,10569999,beyne-heusay,4610,house,house,230000,for sale,2.0,70  m² square meters,USA hyper equipped,No,nan,nan,20  m²  square meters,nan,425  m²  square meters,649  m²  square meters,4.0,No,Good
6826,10571935,assebroek,8310,house,house,235000,for sale,4.0,165  m² square meters,Semi equipped,No,nan,nan,nan,nan,nan,88  m²  square meters,3.0,nan,Good
6827,10571946,assebroek,8310,house,house,289000,for sale,3.0,122  m² square meters,nan,nan,nan,Yes,nan,nan,nan,69  m²  square meters,4.0,nan,Good
6828,10571934,oostende,8400,house,house,315000,for sale,4.0,191  m² square meters,Installed,No,nan,nan,nan,nan,nan,131  m²  square meters,2.0,nan,As new
6829,10571864,bierghes,1430,house,house,340000,for sale,3.0,120  m² square meters,Semi equipped,nan,nan,nan,30  m²  square meters,nan,1180  m²  square meters,1425  m²  square meters,4.0,nan,Just renovated
6830,10570299,le%20roeulx,7070,house,mansion,345000,for sale,6.0,337  m² square meters,nan,nan,nan,nan,54  m²  square meters,nan,738  m²  square meters,945  m²  square meters,3.0,nan,Good
6831,10571541,brugge,8000,house,house,375000,for sale,5.0,nan,Semi equipped,No,nan,nan,nan,nan,nan,193  m²  square meters,nan,nan,To be done up
6832,10569532,melle,9090,house,house,385000,for sale,2.0,88  m² square meters,Installed,No,nan,nan,24  m²  square meters,nan,142  m²  square meters,88  m²  square meters,3.0,No,nan
6833,10571931,brugge,8000,house,house,389000,for sale,3.0,145  m² square meters,Installed,No,nan,nan,nan,Yes,nan,100  m²  square meters,2.0,nan,Good
6834,10569766,grand-manil,5030,house,house,435000,for sale,5.0,220  m² square meters,USA installed,nan,nan,Yes,nan,Yes,nan,576  m²  square meters,nan,nan,To be done up
6835,10571634,deinze%20bachte-maria-leerne,9800,house,house,495000,for sale,4.0,267  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,927  m²  square meters,4.0,No,As new
6836,10570158,opwijk,1745,house,house,565000,for sale,4.0,180  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,491  m²  square meters,3.0,nan,As new
6837,10493301,beernem,8730,house,villa,695000,for sale,4.0,278  m² square meters,nan,nan,nan,Yes,nan,nan,nan,1008  m²  square meters,4.0,nan,Good
6838,10571785,charleroi,6000,house,apartment block,750000,for sale,10.0,480  m² square meters,Not installed,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
6839,10576538,rebecq-rognon,1430,house,house,260000,for sale,3.0,110  m² square meters,Installed,nan,nan,nan,10  m²  square meters,nan,140  m²  square meters,220  m²  square meters,nan,nan,Good
6840,10576786,oostende,8400,house,house,279000,for sale,3.0,nan,nan,nan,nan,nan,nan,nan,nan,66  m²  square meters,2.0,nan,Good
6841,10576068,lebbeke,9280,house,house,339000,for sale,3.0,168  m² square meters,Hyper equipped,No,nan,Yes,nan,nan,nan,207  m²  square meters,2.0,nan,As new
6842,10564374,lommel,3920,house,house,415000,for sale,3.0,178  m² square meters,Installed,nan,nan,Yes,nan,Yes,nan,nan,3.0,nan,nan
6843,10578475,berloz,4257,house,house,235000,for sale,3.0,135  m² square meters,nan,No,nan,nan,15  m²  square meters,nan,645  m²  square meters,835  m²  square meters,4.0,No,To restore
6844,10578625,genappe,1470,house,mixed use building,345000,for sale,3.0,220  m² square meters,nan,nan,nan,nan,nan,nan,98  m²  square meters,250  m²  square meters,2.0,nan,Good
6845,10578584,halle,1500,house,house,350000,for sale,3.0,180  m² square meters,nan,nan,nan,Yes,nan,nan,nan,325  m²  square meters,4.0,nan,Good
6846,10407264,manage,7170,house,mixed use building,375000,for sale,2.0,232  m² square meters,nan,nan,nan,Yes,nan,nan,nan,528  m²  square meters,3.0,nan,Good
6847,10578019,wemmel,1780,house,house,465000,for sale,7.0,265  m² square meters,Installed,No,nan,nan,39  m²  square meters,nan,420  m²  square meters,520  m²  square meters,2.0,nan,nan
6848,10578083,drongen,9031,house,house,469000,for sale,3.0,228  m² square meters,nan,No,nan,Yes,nan,Yes,nan,833  m²  square meters,nan,No,Good
6849,10578456,waterloo,1410,house,villa,595000,for sale,3.0,178  m² square meters,Installed,nan,nan,nan,9  m²  square meters,nan,nan,1219  m²  square meters,4.0,nan,Good
6850,10578424,waterloo,1410,house,villa,2650000,for sale,5.0,nan,USA installed,No,nan,Yes,nan,nan,nan,5000  m²  square meters,4.0,No,To renovate
6851,10570202,flemalle,4400,house,house,235000,for sale,4.0,165  m² square meters,nan,No,nan,nan,55  m²  square meters,nan,376  m²  square meters,486  m²  square meters,2.0,nan,As new
6852,10027501,liege%20%28bressoux%29,4020,house,mixed use building,171000,for sale,4.0,166  m² square meters,nan,nan,nan,nan,nan,nan,nan,nan,3.0,No,Good
6853,10555013,montignies-sur-sambre,6061,house,house,179000,for sale,3.0,133  m² square meters,Installed,No,nan,nan,30  m²  square meters,nan,nan,170  m²  square meters,3.0,No,Just renovated
6854,10554896,fl%C3%A9malle,4400,house,apartment block,187000,for sale,4.0,158  m² square meters,Not installed,No,nan,nan,nan,nan,400  m²  square meters,481  m²  square meters,2.0,No,Good
6855,10555781,grand-reng,6560,house,house,195000,for sale,3.0,185  m² square meters,Installed,nan,nan,Yes,nan,nan,nan,530  m²  square meters,3.0,nan,Good
6856,10555224,begijnendijk,3130,house,house,265000,for sale,3.0,182  m² square meters,Installed,No,nan,nan,nan,nan,nan,704  m²  square meters,4.0,nan,To renovate
6857,10554366,wondelgem,9032,house,house,285000,for sale,3.0,160  m² square meters,Installed,No,nan,nan,nan,nan,nan,96  m²  square meters,2.0,nan,To be done up
6858,10554365,zwijnaarde,9052,house,house,319900,for sale,3.0,157  m² square meters,Installed,No,nan,nan,nan,nan,nan,345  m²  square meters,2.0,nan,To renovate
6859,10555064,tienen,3300,house,house,349000,for sale,4.0,214  m² square meters,nan,No,nan,Yes,nan,nan,95  m²  square meters,185  m²  square meters,2.0,No,As new
6860,10554388,gent,9000,house,house,395000,for sale,3.0,150  m² square meters,Installed,No,nan,nan,nan,nan,nan,54  m²  square meters,2.0,nan,As new
6861,10555076,bekkevoort,3460,house,mixed use building,399000,for sale,9.0,300  m² square meters,nan,No,nan,Yes,nan,nan,730  m²  square meters,1239  m²  square meters,4.0,No,Good
6862,10557774,wachtebeke,9185,house,house,399000,for sale,3.0,199  m² square meters,Installed,No,nan,Yes,nan,nan,nan,441  m²  square meters,3.0,nan,As new
6863,10556320,gent,9000,house,house,446000,for sale,3.0,185  m² square meters,Installed,No,nan,nan,14  m²  square meters,Yes,nan,205  m²  square meters,nan,nan,As new
6864,10555857,dongelberg,1370,house,house,495000,for sale,4.0,180  m² square meters,Installed,nan,nan,Yes,nan,Yes,nan,749  m²  square meters,4.0,Yes,nan
6865,10555125,sint-agatha-berchem,1082,house,house,549000,for sale,3.0,183  m² square meters,Semi equipped,nan,nan,Yes,nan,nan,nan,186  m²  square meters,3.0,nan,Good
6866,10555302,zoersel,2980,house,house,559000,for sale,3.0,nan,nan,nan,1.0,nan,11  m²  square meters,nan,700  m²  square meters,888  m²  square meters,4.0,No,Just renovated
6867,10556553,lobbes,6540,house,house,595000,for sale,6.0,514  m² square meters,Installed,nan,1.0,Yes,nan,nan,nan,2930  m²  square meters,4.0,nan,Good
6868,10555564,zoersel,2980,house,villa,699000,for sale,5.0,267  m² square meters,nan,nan,nan,Yes,nan,nan,nan,774  m²  square meters,4.0,Yes,As new
6869,10555568,nieuwenrode,1880,house,villa,1195000,for sale,5.0,425  m² square meters,Installed,nan,nan,nan,30  m²  square meters,Yes,nan,1030  m²  square meters,4.0,nan,As new
6870,10368458,kortemark,8610,house,house,176000,for sale,3.0,165  m² square meters,Semi equipped,No,nan,nan,nan,Yes,nan,544  m²  square meters,3.0,nan,To be done up
6871,10562494,wanze,4520,house,house,315000,for sale,3.0,140  m² square meters,Installed,No,nan,nan,31  m²  square meters,nan,756  m²  square meters,834  m²  square meters,4.0,No,Good
6872,10560675,deerlijk,8540,house,house,340000,for sale,4.0,125  m² square meters,USA hyper equipped,No,nan,Yes,nan,nan,nan,315  m²  square meters,nan,No,As new
6873,10427946,aubange%20rachecourt,6792,house,house,350000,for sale,3.0,162  m² square meters,Hyper equipped,No,nan,nan,40  m²  square meters,nan,400  m²  square meters,690  m²  square meters,3.0,nan,Good
6874,10562771,brugge,8310,house,house,385000,for sale,4.0,170  m² square meters,Installed,No,nan,nan,nan,Yes,nan,409  m²  square meters,3.0,No,Good
6875,10560620,lichtervelde,8810,house,villa,395000,for sale,4.0,300  m² square meters,Installed,nan,nan,nan,nan,Yes,nan,764  m²  square meters,nan,nan,As new
6876,10560526,opwijk,1745,house,house,420000,for sale,3.0,152  m² square meters,Installed,nan,nan,nan,14  m²  square meters,nan,81  m²  square meters,213  m²  square meters,nan,nan,nan
6877,10510227,lebbeke,9280,house,house,435000,for sale,2.0,323  m² square meters,Installed,nan,1.0,nan,30  m²  square meters,nan,nan,115  m²  square meters,nan,nan,nan
6878,10537782,machelen,1830,house,house,449000,for sale,4.0,205  m² square meters,Hyper equipped,nan,nan,nan,15  m²  square meters,nan,40  m²  square meters,130  m²  square meters,2.0,No,As new
6879,10578345,haaltert,9450,house,house,391500,for sale,3.0,142  m² square meters,Hyper equipped,No,nan,nan,nan,nan,nan,266  m²  square meters,3.0,No,nan
